Number,Code,Name,Type number,AttrAIRPORT_AM,AttrAIRPORT_LT,AttrAIRPORT_PM,CALIFACTOREXTWORKPLACES,CarAccessTime,CarParkCostPerHour,COMMNO,COMMNO_NEW,DUBAIRES_EXTERNAL2021ADJUSTMENT,ESCORT,EXTMODEL_LAB1,EXTMODEL_LAB2,FACTORWORKPLACESOCCUPIEDBYEXTERNALS,INTERNALWALKTIME_PR,MALL,Old_Zone_No,ORIGINTRAFFICCORRECTION,ORIGINTRAFFICCORRECTION_LT,ORIGINTRAFFICCORRECTION_PM,OTHERS,Parking_rates_2020,Parking_rates_2030,PR Site,SECTOR,SHAREWORKPLACESAM,SHAREWORKPLACETYP1,SHOPPING,TS_Number_Name,VirtualInternDirectDistance,VISITING,WORKPLACES,ZoneParkType,AREA_HECT,TAZXCRD,TAZYCRD
22700200,Ultimate_Base_Original,Al_Twar_(09)_II,1,0,0,0,0.32,4.01,0,227,227,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.36,0.51,1,,187.64,0,9.63,NonCBD,1.408,55,25
22700300,Ultimate_Base_Original,Al_Twar_(10)_II,1,0,0,0,0.32,4.01,0,227,227,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.36,0.45,0,,166.37,0,25.27,NonCBD,1.107,55,25
22700400,Ultimate_Base_Original,Al_Twar_(11)_II,1,0,0,0,0.32,4.01,0,227,227,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.36,0.48,1,,113.08,0,28.88,NonCBD,0.511,55,25
22700500,Ultimate_Base_Original,Al_Twar_(12)_II,1,0,0,0,0.32,4.01,0,227,227,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.36,0.51,1,,176.2,0,7.22,NonCBD,1.242,55,25
22700600,Ultimate_Base_Original,Al_Twar_(13)_II,1,0,0,0,0.32,4.01,0,227,227,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.47,0.64,6,,215.71,0,352.62,NonCBD,1.861,55,25
22700700,Ultimate_Base_Original,Al_Twar_(14)_II,1,0,0,0,0.32,4.01,0,227,227,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.4,0.49,3,,314.94,0,58.97,NonCBD,3.968,55,25
22800100,Ultimate_Base_Original,Al_Twar_(15)_III,1,0,0,0,0.32,4.01,0,228,228,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.38,0.48,3,,395.88,0,44.53,NonCBD,6.269,55,25
22800200,Ultimate_Base_Original,Al_Twar_(16)_III,1,0,0,0,0.32,4.01,0,228,228,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.43,0.58,70,,249.94,0,416.41,NonCBD,2.499,55,25
22800300,Ultimate_Base_Original,Al_Twar_(17)_III,1,0,0,0,0.32,4.01,0,228,228,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.46,0.48,1,,233.06,0,22.87,NonCBD,2.173,55,25
22800400,Ultimate_Base_Original,Al_Twar_(18)_III,1,0,0,0,0.32,4.01,0,228,228,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.36,0.5,1,,342.22,0,13.24,NonCBD,4.685,55,25
22800500,Ultimate_Base_Original,Al_Twar_(19)_III,1,0,0,0,0.32,4.01,0,228,228,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.37,0.48,1,,357.12,0,26.48,NonCBD,5.101,55,25
22800600,Ultimate_Base_Original,Al_Twar_(20)_III,1,0,0,0,0.32,4.01,0,228,228,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.46,0.51,1,,117.36,0,3.61,NonCBD,0.551,55,25
22800700,Ultimate_Base_Original,Al_Twar_(21)_III,1,0,0,0,0.32,4.01,0,228,228,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.36,0.45,0,,235.98,0,3.61,NonCBD,2.227,55,25
22800800,Ultimate_Base_Original,Al_Twar_(22)_III,1,0,0,0,0.32,4.01,0,228,228,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.36,0.48,1,,248.17,0,15.65,NonCBD,2.464,55,25
22800900,,Al_Twar_(17)_III_split,0,0,0,0,0.32,4.01,0,0,228,1,0,0,0,0.26,,0,,1,1,,0,0,0,,2,0.5,0.45,0,,126.56,0,109.52,NonCBD,0.641,55,25
22801000,,Al_Twar_(20)_III_split,0,0,0,0,0.32,4.01,0,0,228,1,0,0,0,0.26,,0,,1,1,,0,0,0,,2,0.37,0.45,0,,127.68,0,107.11,NonCBD,0.652,55,25
23100100,Ultimate_Base_Original,Al_Nadha_(01),1,0,0,0,0.32,4.01,0,231,231,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.41,0.64,150,,295.98,0,786.12,NonCBD,3.504,55,25
23100200,Ultimate_Base_Original,Al_Qusais_(06)_I,1,0,0,0,0.32,4.01,0,231,231,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.5,0.6,143,,266.21,0,3425.45,NonCBD,2.835,55,25
23100300,Ultimate_Base_Original,Al_Qusais_(07)_I,1,0,0,0,0.32,4.01,0,231,231,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.46,0.54,516,,250.64,0,1289.91,NonCBD,2.513,55,25
23100400,Ultimate_Base_Original,Al_Nadha_(10),1,0,0,0,0.32,4.01,0,231,231,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.44,0.57,38,,315.51,0,419.36,NonCBD,3.982,55,25
23100500,Ultimate_Base_Original,Al_Nadha_(11),1,0,0,0,0.32,4.01,0,231,231,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.44,0.61,59,,257.14,0,608.97,NonCBD,2.645,55,25
23200100,Ultimate_Base_Original,Al_Qusais_(08)_I,1,0,0,0,0.32,4.01,0,232,232,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.43,0.62,156,,314.93,0,1957.01,NonCBD,3.967,55,25
23200200,Ultimate_Base_Original,Al_Qusais_(09)_I,1,0,0,0,0.32,4.01,0,232,232,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.46,0.62,143,,286.34,0,1375.72,NonCBD,3.28,55,25
23200300,Ultimate_Base_Original,Al_Qusais_(10)_I,1,0,0,0,0.32,4.01,0,232,232,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.42,0.58,0,,340.8,0,1612.38,NonCBD,4.646,55,25
23200400,Ultimate_Base_Original,Al_Qusais_(11)_I,1,0,0,0,0.32,4.01,0,232,232,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.49,0.7,15,,297.71,0,888.54,NonCBD,3.545,55,25
23200500,Ultimate_Base_Original,Al_Qusais_(17)_I,1,0,0,0,0.32,4.01,0,232,232,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.5,0.6,57,,361.23,0,827.64,NonCBD,5.219,55,25
23200600,Ultimate_Base_Original,Al_Qusais_(18)_I,1,0,0,0,0.32,4.01,0,232,232,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.44,0.63,128,,295.88,0,1234.55,NonCBD,3.502,55,25
23300100,Ultimate_Base_Original,Al_Qusais_(21)_II,1,0,0,0,0.32,4.01,0,233,233,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.47,0.74,30,,306.38,0,607.59,NonCBD,3.755,55,25
23300200,Ultimate_Base_Original,Al_Qusais_(22)_II,1,0,0,0,0.32,4.01,0,233,233,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.45,0.6,72,,365.46,0,1125.21,NonCBD,5.342,55,25
23300300,Ultimate_Base_Original,Al_Qusais_(23)_II,1,0,0,0,0.32,4.01,0,233,233,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.5,0.67,32,,261.66,0,889.93,NonCBD,2.739,55,25
23300400,Ultimate_Base_Original,Al_Qusais_(24)_II,1,0,0,0,0.32,4.01,0,233,233,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.44,0.61,0,,190.35,0,358.46,NonCBD,1.449,55,25
23300500,Ultimate_Base_Original,Al_Qusais_(25)_II,1,0,0,0,0.32,4.01,0,233,233,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.45,0.7,112,,216.07,0,1947.32,NonCBD,1.867,55,25
23300600,Ultimate_Base_Original,Al_Qusais_(26)_II,1,0,0,0,0.32,4.01,0,233,233,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.45,0.64,93,,261.62,0,1354.96,NonCBD,2.738,55,25
23400100,Ultimate_Base_Original,Al_Qusais_(27)_III,1,0,0,0,0.32,4.01,0,234,234,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.44,0.55,0,,250.6,0,44.29,NonCBD,2.512,55,25
23400200,Ultimate_Base_Original,Al_Qusais_(28)_III,1,0,0,0,0.32,4.01,0,234,234,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.43,0.52,5,,290.86,0,71.97,NonCBD,3.384,55,25
23400300,Ultimate_Base_Original,Al_Qusais_(29)_III,1,0,0,0,0.32,4.01,0,234,234,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.52,0.56,0,,293.92,0,20.76,NonCBD,3.456,55,25
23400400,Ultimate_Base_Original,Al_Qusais_(30)_III,1,0,0,0,0.32,4.01,0,234,234,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.4,0.6,10,,426.51,0,91.35,NonCBD,7.277,55,25
23400500,Ultimate_Base_Original,LRT-Land_(20)_21,6,0,0,0,0.32,4.01,0,234,234,1,0,0,0,0.26,3,0,,1,1,1,0,0,0,1,2,0.5,0.78,219,,313.69,0,2240.73,P+R,3.936,55,25
24100100,Ultimate_Base_Original,Al_Nadha_(02),1,0,0,0,0.32,4.01,0,241,241,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.45,0.63,121,,273.61,0,2208.9,NonCBD,2.994,55,25
24100200,Ultimate_Base_Original,Al_Nadha_(03),1,0,0,0,0.32,4.01,0,241,241,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0,0,0,,342,0,0,NonCBD,4.679,55,25
24100300,Ultimate_Base_Original,Al_Nadha_(04),1,0,0,0,0.32,4.01,0,241,241,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.39,0.52,31,,237.26,0,359.85,NonCBD,2.252,55,25
24100400,Ultimate_Base_Original,Al_Nadha_(05),1,0,0,0,0.32,4.01,0,241,241,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.36,0.58,12,,185.68,0,29.06,NonCBD,1.379,55,25
24100500,Ultimate_Base_Original,Al_Nadha_(06),1,0,0,0,0.32,4.01,0,241,241,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.37,0.45,1,,195.76,0,53.98,NonCBD,1.533,55,25
24100600,Ultimate_Base_Original,Al_Nadha_(07),1,0,0,0,0.32,4.01,0,241,241,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.48,0.49,0,,220.48,0,4.15,NonCBD,1.944,55,25
24100700,Ultimate_Base_Original,Al_Nadha_(08),1,0,0,0,0.32,4.01,0,241,241,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.45,0.59,81,,184.83,0,948.05,NonCBD,1.366,55,25
24100800,Ultimate_Base_Original,Al_Nadha_(09),1,0,0,0,0.32,4.01,0,241,241,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.45,0.61,95,,361.34,0,1606.85,NonCBD,5.223,55,25
24100900,,Al_Nadha_(05)_split,0,0,0,0,0.32,4.01,0,0,241,1,0,0,0,0.26,,0,,1,1,,0,2,6,,2,0.36,0.45,0,,136.49,0,469.18,NonCBD,0.745,55,25
24200100,Ultimate_Base_Original,Al_Qusais_(12)_I,1,0,0,0,0.32,4.01,0,242,242,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.51,0.66,153,,298.49,0,1581.94,NonCBD,3.564,55,25
24200200,Ultimate_Base_Original,Al_Qusais_(13)_I,1,0,0,0,0.32,4.01,0,242,242,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.49,0.66,286,,303,0,1833.83,NonCBD,3.672,55,25
24200300,Ultimate_Base_Original,Al_Qusais_(14)_I,1,0,0,0,0.32,4.01,0,242,242,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.57,0.67,20,,268.25,0,1083.69,NonCBD,2.878,55,25
24200400,Ultimate_Base_Original,Al_Qusais_(15)_I,1,0,0,0,0.32,4.01,0,242,242,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.51,0.66,53,,246.82,0,988.19,NonCBD,2.437,55,25
24200500,Ultimate_Base_Original,Al_Qusais_(16)_I,1,0,0,0,0.32,4.01,0,242,242,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.5,0.72,116,,214.66,0,1871.2,NonCBD,1.843,55,25
24300100,Ultimate_Base_Original,Al_Qusais_(19)_II,1,0,0,0,0.32,4.01,0,243,243,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.5,0.68,205,,397.21,0,3627.52,NonCBD,6.311,55,25
24300200,Ultimate_Base_Original,Al_Qusais_(20)_II,1,0,0,0,0.32,4.01,0,243,243,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.43,0.68,3,,268.41,0,545.3,NonCBD,2.882,55,25
24300300,Ultimate_TIS_Aggregated,Al-Qusais_Square_(01),4,0,0,0,0.32,4.01,0,243,243,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.51,0.76,4,,372.29,0,213.14,NonCBD,5.544,55,25
24300400,Ultimate_TIS_Aggregated,Al-Qusais_Square_(02),4,0,0,0,0.32,4.01,0,243,243,1,0,0,0,0.26,0,0,,1,1,1,0,2,6,0,2,0.48,0.69,64,,129.55,0,765.36,NonCBD,0.671,55,25
24400100,Ultimate_Base_Original,Muhaisanah_(18)_III,1,0,0,0,0.32,4.01,0,244,244,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.37,0.46,1,,389.09,0,69.2,NonCBD,6.056,55,25
24400200,Ultimate_Base_Original,Muhaisanah_(19)_III,1,0,0,0,0.32,4.01,0,244,244,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.38,0.46,3,,443.29,0,102.42,NonCBD,7.86,55,25
24400300,Ultimate_Base_Original,Muhaisanah_(20)_III,1,0,0,0,0.32,4.01,0,244,244,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.37,0.49,4,,258.15,0,38.75,NonCBD,2.666,55,25
24500100,Ultimate_Base_Original,Muhaisanah_(21)_IV,1,0,0,0,0.32,4.01,0,245,245,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.45,0.64,58,,176.41,0,851.17,NonCBD,1.245,55,25
24500200,Ultimate_Base_Original,Muhaisanah_(22)_IV,1,0,0,0,0.32,4.01,0,245,245,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.41,0.54,67,,322.6,0,276.8,NonCBD,4.163,55,25
24500300,Ultimate_Base_Original,Muhaisanah_(23)_IV,1,0,0,0,0.32,4.01,0,245,245,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.41,0.54,45,,206.51,0,651.87,NonCBD,1.706,55,25
24500400,Ultimate_Base_Original,Muhaisanah_(24)_IV,1,0,0,0,0.32,4.01,0,245,245,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.36,0.45,0,,211.02,0,103.8,NonCBD,1.781,55,25
24500500,Ultimate_Base_Original,Muhaisanah_(25)_IV,1,0,0,0,0.32,4.01,0,245,245,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.36,0.45,0,,219.86,0,448.42,NonCBD,1.934,55,25
24500600,Ultimate_Base_Original,Muhaisanah_(26)_IV,1,0,0,0,0.32,4.01,0,245,245,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0,0,0,,207.07,0,0,NonCBD,1.715,55,25
24500700,Ultimate_Base_Original,Muhaisanah_(27)_IV,1,0,0,0,1,4.01,0,245,245,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.49,0.77,7,,278.71,0,153.63,NonCBD,3.107,55,25
24500800,Ultimate_Base_Original,Muhaisanah_(28)_IV,1,0,0,0,0.32,4.01,0,245,245,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0,0,0,,188.96,0,0,NonCBD,1.428,55,25
24500900,Ultimate_Base_Original,Muhaisanah_(29)_IV,1,0,0,0,0.32,4.01,0,245,245,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.51,0.8,1,,207.98,0,35.98,NonCBD,1.73,55,25
24501000,,Muhaisanah_(21)_IV_split,0,0,0,0,0.32,4.01,0,0,245,1,0,0,0,0.26,,0,,1,1,,0,0,0,,2,0.36,0.45,0,,126.15,0,92.73,NonCBD,0.637,55,25
24501100,,Muhaisanah_(22)_IV_split,0,0,0,0,0.32,4.01,0,0,245,1,0,0,0,0.26,,0,,1,1,,0,0,0,,2,0.36,0.45,0,,84,0,141.17,NonCBD,0.282,55,25
24501200,,Muhaisanah_(21)_IV_split,0,0,0,0,0.32,4.01,0,0,245,1,0,0,0,0.26,,0,,1,1,,0,0,0,,2,0.38,0.6,33714,,179.74,0,2993.64,NonCBD,1.292,55,25
24600100,Ultimate_Base_Original,Al_Qusais_(01)_Industrial,1,0,0,0,0.32,4.01,0,246,246,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.53,0.65,313,,480.9,0,3590.15,NonCBD,9.251,55,25
24700100,Ultimate_Base_Original,Al_Qusais_(02)_Industrial,1,0,0,0,1,4.01,0,247,247,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.51,0.67,294,,426.54,0,3353.48,NonCBD,7.277,55,25
24800100,Ultimate_Base_Original,Al_Qusais_(03)_Industrial,1,0,0,0,0.6,4.01,0,248,248,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.53,0.67,152,,369.1,0,2905.06,NonCBD,5.449,55,25
24800200,Ultimate_Base_Original,Al_Qusais_(04)_Industrial,1,0,0,0,0.32,4.01,0,248,248,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.39,0.53,78,,432.04,0,1438,NonCBD,7.466,55,25
24800300,Ultimate_Base_Original,Al_Qusais_(05)_,1,0,0,0,0.32,4.01,0,248,248,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.36,0.45,0,,475.87,0,38.75,NonCBD,9.058,55,25
25100100,Ultimate_Base_Original,Mirdif_(01),1,0,0,0,0.32,4.01,0,251,251,1,0,0,0,0.26,0,0,,1.1,1,1,0,0,0,0,2,0.52,0.8,0,,544.85,0,132.99,NonCBD,11.874,55,25
25100200,Ultimate_Base_Original,Mirdif_(02),1,0,0,0,0.32,4.01,0,251,251,1,0,0,0,0.26,0,0,,1.1,1,1,0,0,0,0,2,0.38,0.55,11,,496.78,0,76.66,NonCBD,9.871,55,25
25100300,Ultimate_Base_Original,Mirdif_(03),1,0,0,0,0.32,4.01,0,251,251,1,0,0,0,0.26,0,0,,1.1,1,1,0,0,0,0,2,0.37,0.45,0,,316.48,0,255.14,NonCBD,4.006,55,25
25100400,Ultimate_Base_Original,Mirdif_(04),1,0,0,0,0.32,4.01,0,251,251,1,0,0,0,0.26,0,0,,1.1,1,1,0,0,0,0,2,0.4,0.62,164,,553.46,0,852.68,NonCBD,12.253,55,25
25100500,Ultimate_Base_Original,Mirdif_(05),1,0,0,0,0.32,4.01,0,251,251,1,0,0,0,0.26,0,0,,1.1,1,1,0,0,0,0,2,0.4,0.54,50,,494.06,0,894.92,NonCBD,9.764,55,25
25100600,Ultimate_Base_Original,Mirdif_(06),1,0,0,0,0.32,4.01,0,251,251,1,0,0,0,0.26,0,0,,1.1,1,1,0,0,0,0,2,0.39,0.55,90,,560.13,0,801.05,NonCBD,12.55,55,25
25100700,Ultimate_Base_Original,Mirdif_(07)_Uptown,1,0,0,0,0.32,4.01,0,251,251,1,0,0,0,0.26,0,0,,1.1,1,1,0,0,0,0,2,0.43,0.62,463,,263.55,0,2170.03,NonCBD,2.778,55,25
25100800,Ultimate_Base_Original,Dubai_Retail_Park_(01),1,0,0,0,0.32,4.01,0,251,251,1,0,0,0,0.26,0,0,,1.1,1,1,0,0,0,0,2,0.45,0.53,1032,,299.82,0,5751.51,NonCBD,3.596,55,25
25100900,Ultimate_Base_Original,Mirdif_(08)_Gate_West,1,0,0,0,0.32,4.01,0,251,251,1,0,0,0,0.26,0,0,,1.1,1,1,0,0,0,0,2,0.39,0.47,1,,540.06,0,242.5,NonCBD,11.667,55,25
25101000,Ultimate_Base_Original,Mirdif_(09)_Gate_East,1,0,0,0,0.32,4.01,0,251,251,1,0,0,0,0.26,0,0,,1.1,1,1,0,0,0,0,2,0.48,0.62,14,,319.23,0,112.65,NonCBD,4.076,55,25
25101100,Ultimate_Base_Original,Mirdif_(10)_Gate_East,1,0,0,0,0.32,4.01,0,251,251,1,0,0,0,0.26,0,0,,1.1,1,1,0,0,0,0,2,0.41,0.59,1,,456.77,0,29.73,NonCBD,8.345,55,25
25101200,,Mirdif_(09)_Gate_East_split,0,0,0,0,0.32,4.01,0,0,251,1,0,0,0,0.26,,0,,1,1,,0,0,0,,2,0.36,0.45,0,,145.25,0,126.73,NonCBD,0.844,55,25
25200100,Ultimate_Base_Original,Dubai_Zoo_Relocation_(01),1,0,0,0,0.32,4.01,0,252,252,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.5,0.73,0,,1447.64,0,270.67,NonCBD,83.827,55,25
25200200,Ultimate_Base_Original,Al_Khawaneej_(35)_Agricultural_Area,1,0,0,0,0.32,4.01,0,252,252,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.36,0.45,0,,726.17,0,28.16,NonCBD,21.093,55,25
26100100,Ultimate_Base_Original,Muhaisanah_(01)_I,1,0,0,0,0.6,4.01,0,261,261,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.38,0.45,0,,468.57,0,49.34,NonCBD,8.782,55,25
26100200,Ultimate_Base_Original,Muhaisanah_(02)_I,1,0,0,0,0.6,4.01,0,261,261,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.36,0.45,0,,144.91,0,129.98,NonCBD,0.84,55,25
26100300,Ultimate_Base_Original,Muhaisanah_(03)_I,1,0,0,0,0.6,4.01,0,261,261,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.36,0.45,0,,328.45,0,20.46,NonCBD,4.315,55,25
26100400,Ultimate_Base_Original,Muhaisanah_(04)_I,1,0,0,0,0.6,4.01,0,261,261,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.36,0.45,0,,336.85,0,24.07,NonCBD,4.539,55,25
26100500,Ultimate_Base_Original,Muhaisanah_(05)_I,1,0,0,0,0.6,4.01,0,261,261,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.37,0.49,1,,339.38,0,38.51,NonCBD,4.607,55,25
26100600,Ultimate_Base_Original,Madinat_Al_Muhaisanah_(01),1,0,0,0,0.6,4.01,0,261,261,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.38,0.48,0,,440.42,0,513.89,NonCBD,7.759,55,25
26100700,Ultimate_Base_Original,Muhaisanah_(06)_I,1,0,0,0,0.6,4.01,0,261,261,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.4,0.61,1902,,307.54,0,829.21,NonCBD,3.783,55,25
26100800,Ultimate_Base_Original,Muhaisanah_(07)_I,1,0,0,0,0.6,4.01,0,261,261,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.38,0.48,1,,409.42,0,42.12,NonCBD,6.705,55,25
26100900,,Muhaisanah_(05)_I_split,0,0,0,0,0.32,4.01,0,0,261,1,0,0,0,0.26,,0,,1,1,,0,0,0,,2,0,0,0,,93.25,0,0,NonCBD,0.348,55,25
26101000,,Muhaisanah_(05)_I_split,0,0,0,0,0.32,4.01,0,0,261,1,0,0,0,0.26,,0,,1,1,,0,0,0,,2,0.36,0.45,0,,141.48,0,132.38,NonCBD,0.801,55,25
26101100,,Muhaisanah_(02)_I_split,0,0,0,0,0.32,4.01,0,0,261,1,0,0,0,0.26,,0,,1,1,,0,0,0,,2,0.46,0.62,0,,123.6,0,245.51,NonCBD,0.611,55,25
26200100,Ultimate_Base_Original,Al_Mezhar_(01)_I,1,0,0,0,0.6,4.01,0,262,262,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.36,0.45,0,,262.45,0,32.49,NonCBD,2.755,55,25
26200200,Ultimate_Base_Original,Al_Mezhar_(02)_I,1,0,0,0,0.6,4.01,0,262,262,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.51,0.52,0,,264.26,0,12.03,NonCBD,2.793,55,25
26200300,Ultimate_Base_Original,Al_Mezhar_(03)_I,1,0,0,0,0.6,4.01,0,262,262,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.39,0.54,1,,280.06,0,20.46,NonCBD,3.137,55,25
26200400,Ultimate_Base_Original,Al_Mezhar_(04)_I,1,0,0,0,0.6,4.01,0,262,262,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.39,0.49,1,,347.97,0,24.07,NonCBD,4.843,55,25
26200500,Ultimate_Base_Original,Al_Mezhar_(05)_I,1,0,0,0,0.6,4.01,0,262,262,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.37,0.49,3,,376.59,0,49.34,NonCBD,5.673,55,25
26200600,Ultimate_Base_Original,Al_Mezhar_(06)_I,1,0,0,0,0.6,4.01,0,262,262,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.37,0.47,0,,341.06,0,37.31,NonCBD,4.653,55,25
26200700,Ultimate_Base_Original,Al_Mezhar_(07)_I,1,0,0,0,0.6,4.01,0,262,262,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.41,0.68,160,,466.53,0,1444.2,NonCBD,8.706,55,25
26200800,Ultimate_Base_Original,Al_Mezhar_(08)_I,1,0,0,0,0.6,4.01,0,262,262,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.37,0.48,4,,416.96,0,73.41,NonCBD,6.954,55,25
26200900,Ultimate_Base_Original,Al_Mezhar_(09)_I,1,0,0,0,0.6,4.01,0,262,262,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.36,0.49,2,,332.87,0,25.27,NonCBD,4.432,55,25
26201000,Ultimate_Base_Original,Al_Mezhar_(10)_I,1,0,0,0,0.6,4.01,0,262,262,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.39,0.59,34368,,313.9,0,2595.94,NonCBD,3.941,55,25
26201100,Ultimate_Base_Original,Al_Mezhar_(11)_I,1,0,0,0,0.6,4.01,0,262,262,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.41,0.49,2,,386.14,0,77.02,NonCBD,5.964,55,25
26201200,Ultimate_Base_Original,Al_Mezhar_(12)_I,1,0,0,0,0.6,4.01,0,262,262,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.37,0.51,5,,264.8,0,58.97,NonCBD,2.805,55,25
26201300,Ultimate_Base_Original,Al_Mezhar_(13)_I,1,0,0,0,0.6,4.01,0,262,262,1,0,0,0,0.26,0,0,,1,1,1,0,0,0,0,2,0.39,0.48,2,,359.75,0,89.06,NonCBD,5.177,55,25
