Number,Code,Name,Type number,AttrAIRPORT_AM,AttrAIRPORT_LT,AttrAIRPORT_PM,CALIFACTOREXTWORKPLACES,CarAccessTime,CarParkCostPerHour,COMMNO,COMMNO_NEW,DUBAIRES_EXTERNAL2021ADJUSTMENT,ESCORT,EXTMODEL_LAB1,EXTMODEL_LAB2,FACTORWORKPLACESOCCUPIEDBYEXTERNALS,INTERNALWALKTIME_PR,MALL,Old_Zone_No,ORIGINTRAFFICCORRECTION,ORIGINTRAFFICCORRECTION_LT,ORIGINTRAFFICCORRECTION_PM,OTHERS,Parking_rates_2020,Parking_rates_2030,PR Site,SECTOR,SHAREWORKPLACESAM,SHAREWORKPLACETYP1,SHOPPING,TS_Number_Name,VirtualInternDirectDistance,VISITING,WORKPLACES,ZoneParkType,AREA_HECT,TAZXCRD,TAZYCRD
10100200,Ultimate_TIS_Aggregated,Palm_Deira_(01),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,338.31,0,0,NonCBD,4.578,55,25
10100300,Ultimate_TIS_Aggregated,Palm_Deira_(02),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,376.66,0,0,NonCBD,5.675,55,25
10100400,Ultimate_TIS_Aggregated,Palm_Deira_(03),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,334.13,0,0,NonCBD,4.466,55,25
10100500,Ultimate_TIS_Aggregated,Palm_Deira_(04),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,373.27,0,0,NonCBD,5.573,55,25
10100600,Ultimate_TIS_Aggregated,Palm_Deira_(05),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,349.3,0,0,NonCBD,4.881,55,25
10100700,Ultimate_TIS_Aggregated,Palm_Deira_(06),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,226.81,0,0,NonCBD,2.058,55,25
10100800,Ultimate_TIS_Aggregated,Palm_Deira_(07),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,361.01,0,0,NonCBD,5.213,55,25
10100900,Ultimate_TIS_Aggregated,Palm_Deira_(08),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,246.33,0,0,NonCBD,2.427,55,25
10101000,Ultimate_TIS_Aggregated,Palm_Deira_(09),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,301.19,0,0,NonCBD,3.629,55,25
10101100,Ultimate_TIS_Aggregated,Palm_Deira_(10),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,383.06,0,0,NonCBD,5.869,55,25
10101200,Ultimate_TIS_Aggregated,Palm_Deira_(11),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,293.06,0,0,NonCBD,3.435,55,25
10101300,Ultimate_TIS_Aggregated,Palm_Deira_(12),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,338.84,0,0,NonCBD,4.593,55,25
10101400,Ultimate_TIS_Aggregated,Palm_Deira_(13),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,392.83,0,0,NonCBD,6.172,55,25
10101500,Ultimate_TIS_Aggregated,Palm_Deira_(14),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,341.98,0,0,NonCBD,4.678,55,25
10101600,Ultimate_TIS_Aggregated,Palm_Deira_(15),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,382.79,0,0,NonCBD,5.861,55,25
10101700,Ultimate_TIS_Aggregated,Palm_Deira_(16),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,380.92,0,0,NonCBD,5.804,55,25
10101800,Ultimate_TIS_Aggregated,Palm_Deira_(17),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,373.51,0,0,NonCBD,5.58,55,25
10101900,Ultimate_TIS_Aggregated,Palm_Deira_(18),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,473.47,0,0,NonCBD,8.967,55,25
10102000,Ultimate_TIS_Aggregated,Palm_Deira_(19),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,462.43,0,0,NonCBD,8.554,55,25
10102100,Ultimate_TIS_Aggregated,Palm_Deira_(20),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,445.77,0,0,NonCBD,7.948,55,25
10102200,Ultimate_TIS_Aggregated,Palm_Deira_(21),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,440.69,0,0,NonCBD,7.768,55,25
10102300,Ultimate_TIS_Aggregated,Palm_Deira_(22),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,725.36,0,0,NonCBD,21.046,55,25
10102400,Ultimate_TIS_Aggregated,Palm_Deira_(23),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,186.88,0,0,NonCBD,1.397,55,25
10102500,Ultimate_TIS_Aggregated,Palm_Deira_(24),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,231.95,0,0,NonCBD,2.152,55,25
10102600,Ultimate_TIS_Aggregated,Palm_Deira_(25),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,318.02,0,0,NonCBD,4.046,55,25
10102700,Ultimate_TIS_Aggregated,Palm_Deira_(26),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,275.69,0,0,NonCBD,3.04,55,25
10102800,Ultimate_TIS_Aggregated,Palm_Deira_(27),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,188.35,0,0,NonCBD,1.419,55,25
10102900,Ultimate_TIS_Aggregated,Palm_Deira_(28),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,182.16,0,0,NonCBD,1.327,55,25
10103000,Ultimate_TIS_Aggregated,Palm_Deira_(29),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,354.16,0,0,NonCBD,5.017,55,25
10103100,Ultimate_TIS_Aggregated,Palm_Deira_(30),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,326.07,0,0,NonCBD,4.253,55,25
10103200,Ultimate_TIS_Aggregated,Palm_Deira_(31),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,123.9,0,0,NonCBD,0.614,55,25
10103300,Ultimate_TIS_Aggregated,Palm_Deira_(32),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,435.55,0,0,NonCBD,7.588,55,25
10103400,Ultimate_TIS_Aggregated,Palm_Deira_(33),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,685.98,0,0,NonCBD,18.823,55,25
10103500,Ultimate_TIS_Aggregated,Palm_Deira_(34),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,116.37,0,0,NonCBD,0.542,55,25
10103600,Ultimate_TIS_Aggregated,Palm_Deira_(35),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,444.3,0,0,NonCBD,7.896,55,25
10103700,Ultimate_TIS_Aggregated,Palm_Deira_(36),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,177.87,0,0,NonCBD,1.265,55,25
10103800,Ultimate_TIS_Aggregated,Palm_Deira_(37),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,344.92,0,0,NonCBD,4.759,55,25
10103900,Ultimate_TIS_Aggregated,Palm_Deira_(38),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,335.18,0,0,NonCBD,4.494,55,25
10104000,Ultimate_TIS_Aggregated,Palm_Deira_(39),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,317.59,0,0,NonCBD,4.035,55,25
10104100,Ultimate_TIS_Aggregated,Palm_Deira_(40),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,268.76,0,0,NonCBD,2.889,55,25
10104200,Ultimate_TIS_Aggregated,Palm_Deira_(41),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,179.37,0,0,NonCBD,1.287,55,25
10104300,Ultimate_TIS_Aggregated,Palm_Deira_(42),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,255.78,0,0,NonCBD,2.617,55,25
10104400,Ultimate_TIS_Aggregated,Palm_Deira_(43),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,193.57,0,0,NonCBD,1.499,55,25
10104500,Ultimate_TIS_Aggregated,Palm_Deira_(44),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,390.44,0,0,NonCBD,6.098,55,25
10104600,Ultimate_TIS_Aggregated,Palm_Deira_(45),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,307.13,0,0,NonCBD,3.773,55,25
10104700,Ultimate_TIS_Aggregated,Palm_Deira_(46),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,296.56,0,0,NonCBD,3.518,55,25
10104800,Ultimate_TIS_Aggregated,Palm_Deira_(47),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,279,0,0,NonCBD,3.114,55,25
10104900,Ultimate_TIS_Aggregated,Palm_Deira_(48),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,215.34,0,0,NonCBD,1.855,55,25
10105000,Ultimate_TIS_Aggregated,Palm_Deira_(49),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,206.02,0,0,NonCBD,1.698,55,25
10105100,Ultimate_TIS_Aggregated,Palm_Deira_(50),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,230.71,0,0,NonCBD,2.129,55,25
10105200,Ultimate_TIS_Aggregated,Palm_Deira_(51),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,271.47,0,0,NonCBD,2.948,55,25
10105300,Ultimate_TIS_Aggregated,Palm_Deira_(52),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,320.82,0,0,NonCBD,4.117,55,25
10105400,Ultimate_TIS_Aggregated,Palm_Deira_(53),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,223.77,0,0,NonCBD,2.003,55,25
10105500,Ultimate_TIS_Aggregated,Palm_Deira_(54),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,330.22,0,0,NonCBD,4.362,55,25
10105600,Ultimate_TIS_Aggregated,Palm_Deira_(55),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,235.35,0,0,NonCBD,2.216,55,25
10105700,Ultimate_TIS_Aggregated,Palm_Deira_(56),4,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0,0,0,,274.22,0,0,NonCBD,3.008,55,25
10105800,Ultimate_TIS_Aggregated,Palm_Deira_(57),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,203.18,0,0,NonCBD,1.651,55,25
10105900,Ultimate_TIS_Aggregated,Palm_Deira_(58),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,171.78,0,0,NonCBD,1.18,55,25
10106000,Ultimate_TIS_Aggregated,Palm_Deira_(59),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,241.61,0,0,NonCBD,2.335,55,25
10106100,Ultimate_TIS_Aggregated,Palm_Deira_(60),4,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0,0,0,,261.11,0,0,NonCBD,2.727,55,25
10106200,Ultimate_TIS_Aggregated,Palm_Deira_(61),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,293.28,0,0,NonCBD,3.441,55,25
10106300,Ultimate_TIS_Aggregated,Palm_Deira_(62),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,275.93,0,0,NonCBD,3.046,55,25
10106400,Ultimate_TIS_Aggregated,Palm_Deira_(63),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,283.1,0,0,NonCBD,3.206,55,25
10106500,Ultimate_TIS_Aggregated,Palm_Deira_(64),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,405.77,0,0,NonCBD,6.586,55,25
10106600,Ultimate_TIS_Aggregated,Palm_Deira_(65),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,257.14,0,0,NonCBD,2.645,55,25
10106700,Ultimate_TIS_Aggregated,Palm_Deira_(66),4,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0,0,0,,322.31,0,0,NonCBD,4.155,55,25
10106800,Ultimate_TIS_Aggregated,Palm_Deira_(67),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,330.79,0,0,NonCBD,4.377,55,25
10106900,Ultimate_TIS_Aggregated,Palm_Deira_(68),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,250.64,0,0,NonCBD,2.513,55,25
10107000,Ultimate_TIS_Aggregated,Palm_Deira_(69),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,260.32,0,0,NonCBD,2.711,55,25
10107100,Ultimate_TIS_Aggregated,Palm_Deira_(70),4,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0.52,0.81,0,,237.47,0,19,NonCBD,2.256,55,25
10107200,Ultimate_TIS_Aggregated,Palm_Deira_(71),4,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0.36,0.45,0,,350.64,0,5000.53,NonCBD,4.918,55,25
10107300,Ultimate_TIS_Aggregated,Palm_Deira_(72),4,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0.52,0.45,0,,283.09,0,22.87,NonCBD,3.206,55,25
10107400,Ultimate_TIS_Aggregated,Palm_Deira_(73),4,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0,0,0,,206.85,0,0,NonCBD,1.712,55,25
10107500,Ultimate_TIS_Aggregated,Palm_Deira_(74),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,230.74,0,0,NonCBD,2.13,55,25
10107600,Ultimate_TIS_Aggregated,Palm_Deira_(75),4,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0,0,0,,345.22,0,0,NonCBD,4.767,55,25
10107700,Ultimate_TIS_Aggregated,Palm_Deira_(76),4,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0.52,0.81,0,,271.96,0,330.96,NonCBD,2.958,55,25
10107800,Ultimate_TIS_Aggregated,Palm_Deira_(77),4,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0,0,0,,174.31,0,0,NonCBD,1.215,55,25
10107900,Ultimate_TIS_Aggregated,Palm_Deira_(78),4,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0,0,0,,252.28,0,0,NonCBD,2.546,55,25
10108000,Ultimate_TIS_Aggregated,Palm_Deira_(79),4,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0.44,0.64,68,,201.67,0,698,NonCBD,1.627,55,25
10108100,Ultimate_TIS_Aggregated,Palm_Deira_(80),4,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0,0,0,,219.85,0,0,NonCBD,1.933,55,25
10108200,Ultimate_TIS_Aggregated,Palm_Deira_(81),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,271.18,0,0,NonCBD,2.941,55,25
10108300,Ultimate_TIS_Aggregated,Palm_Deira_(82),4,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0,0,0,,319.83,0,0,NonCBD,4.092,55,25
10108400,Ultimate_TIS_Aggregated,Palm_Deira_(83),4,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0.52,0.81,0,,524.44,0,11,NonCBD,11.002,55,25
10108500,Ultimate_TIS_Aggregated,Palm_Deira_(84),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,401.12,0,0,NonCBD,6.436,55,25
10108600,Ultimate_TIS_Aggregated,Palm_Deira_(85),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,303.41,0,0,NonCBD,3.682,55,25
10108700,Ultimate_TIS_Aggregated,Palm_Deira_(86),4,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,231.18,0,0,NonCBD,2.138,55,25
10108800,Ultimate_TIS_Original,Palm_Deira_(87),3,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,177.43,0,0,NonCBD,1.259,55,25
10108900,Ultimate_TIS_Original,Palm_Deira_(88),3,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,196.99,0,0,NonCBD,1.552,55,25
10109000,Ultimate_TIS_Original,Palm_Deira_(89),3,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,219.47,0,0,NonCBD,1.927,55,25
10109100,Ultimate_TIS_Original,Palm_Deira_(90),3,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,321.41,0,0,NonCBD,4.132,55,25
10109200,Ultimate_TIS_Original,Palm_Deira_(91),3,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,172.64,0,0,NonCBD,1.192,55,25
10109300,Ultimate_TIS_Original,Palm_Deira_(92),3,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,193.4,0,0,NonCBD,1.496,55,25
10109400,Ultimate_TIS_Original,Palm_Deira_(93),3,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,200.11,0,0,NonCBD,1.602,55,25
10109500,Ultimate_TIS_Original,Palm_Deira_(94),3,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,151.8,0,0,NonCBD,0.922,55,25
10109600,Ultimate_TIS_Original,Palm_Deira_(95),3,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,275.41,0,0,NonCBD,3.034,55,25
10109700,Ultimate_TIS_Original,Palm_Deira_(96),3,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0.52,0.81,0,,186.25,0,22.87,NonCBD,1.388,55,25
10109800,Ultimate_TIS_Original,Palm_Deira_(97),3,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,231.92,0,0,NonCBD,2.151,55,25
10109900,Ultimate_TIS_Original,Palm_Deira_(98),3,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,165.26,0,0,NonCBD,1.092,55,25
10110000,Ultimate_TIS_Original,Palm_Deira_(99),3,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,100.88,0,0,NonCBD,0.407,55,25
10110100,Ultimate_TIS_Original,Palm_Deira_(100),3,0,0,0,0,4.01,0,101,101,1,0,0,0,0.09,0,0,,0,1,1,0,0,0,0,1,0,0,0,,423.78,0,0,NonCBD,7.184,55,25
10110200,Ultimate_TIS_Original,Palm_Deira_(101),3,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0,0,0,,130.96,0,0,NonCBD,0.686,55,25
10110300,Ultimate_TIS_Original,Palm_Deira_(102),3,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0,0,0,,122.64,0,0,NonCBD,0.602,55,25
10110400,Ultimate_TIS_Original,Palm_Deira_(103),3,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0,0,0,,181.07,0,0,NonCBD,1.312,55,25
10110500,Ultimate_TIS_Original,Palm_Deira_(104),3,0,0,0,0.01,4.01,0,101,101,1,0,0,0,0.09,0,0,,1,1,1,0,0,0,0,1,0,0,0,,158.55,0,0,NonCBD,1.005,55,25
11100100,Ultimate_Base_Original,Deira_(02),1,0,0,0,0.01,4.16,2,111,111,1,0,0,0,0.09,0,0,,0.6,1,1,0,4,12,0,1,0.185,0.18,1,,207.87,0,5442.81,CBD,1.728,55,25
11100200,Ultimate_Base_Original,Deira_(03),1,0,0,0,0.01,4.16,2,111,111,1,0,0,0,0.09,0,0,,0.6,1,1,0,4,12,0,1,0.235,0.23,68,,219.16,0,3393.86,CBD,1.921,55,25
11200100,Ultimate_Base_Original,Al_Rass_(01),1,0,0,0,0.01,4.16,2,112,112,1,0,0,0,0.09,0,0,,0.6,1,1,0,4,12,0,1,0.185,0.24,14,,67.38,0,1347.92,CBD,0.182,55,25
11200200,Ultimate_Base_Original,Al_Rass_(02),1,0,0,0,0.01,4.16,2,112,112,1,0,0,0,0.09,0,0,,0.6,1,1,0,4,12,0,1,0.18,0.24,3,,86.05,0,3.61,CBD,0.296,55,25
11200300,Ultimate_Base_Original,Al_Rass_(03),1,0,0,0,0.01,4.16,2,112,112,1,0,0,0,0.09,0,0,,0.6,1,1,0,4,12,0,1,0.2,0.24,220,,61.86,0,815.97,CBD,0.153,55,25
11200400,Ultimate_Base_Original,Al_Rass_(04),1,0,0,0,0.01,4.16,2,112,112,1,0,0,0,0.09,0,0,,0.6,1,1,0,4,12,0,1,0.225,0.27,35,,76.74,0,334.57,CBD,0.236,55,25
11200500,Ultimate_Base_Original,Al_Rass_(05),1,0,0,0,0.01,4.16,2,112,112,1,0,0,0,0.09,0,0,,0.6,1,1,0,4,12,0,1,0.21,0.25,77,,71.61,0,462.14,CBD,0.205,55,25
11200600,Ultimate_Base_Original,Al_Rass_(06),1,0,0,0,0.01,4.16,2,112,112,1,0,0,0,0.09,0,0,,0.6,1,1,0,4,12,0,1,0.205,0.25,86,,76.93,0,4242.33,CBD,0.237,55,25
11200700,Ultimate_Base_Original,Al_Rass_(07),1,0,0,0,0.01,4.16,2,112,112,1,0,0,0,0.09,0,0,,0.6,1,1,0,4,12,0,1,0.19,0.24,75,,90.26,0,404.37,CBD,0.326,55,25
11200800,Ultimate_Base_Original,Deira_(01)_Gold_Souk,1,0,0,0,0.01,4.16,2,112,112,1,0,0,0,0.09,0,0,,0.6,1,1,0,4,12,0,1,0.205,0.22,0,,139.38,0,3625.53,CBD,0.777,55,25
11200900,Ultimate_Base_Original,Al_Rass_(08),1,0,0,0,0.01,4.16,2,112,112,1,0,0,0,0.09,0,0,,0.6,1,1,0,4,12,0,1,0.195,0.25,300,,89.94,0,1861.81,CBD,0.324,55,25
11201000,Ultimate_Base_Original,LRT-Land_(06)_6,6,0,0,0,0.01,4.01,0,112,112,1,0,0,0,0.09,0,0,,0.6,1,1,0,4,12,0,1,0.2,0.26,310,,79.1,0,949.56,NonCBD,0.25,55,25
11300100,Ultimate_Base_Original,Al_Dhagaya_(01),1,0,0,0,0.01,4.16,2,113,113,1,0,0,0,0.09,0,0,,0.6,1,1,0,4,12,0,1,0.195,0.24,187,,86.93,0,1142.12,CBD,0.302,55,25
11300200,Ultimate_Base_Original,Al_Dhagaya_(02),1,0,0,0,0.01,4.16,2,113,113,1,0,0,0,0.09,0,0,,0.6,1,1,0,4,12,0,1,0.19,0.24,123,,77.47,0,1781.18,CBD,0.24,55,25
11300300,Ultimate_Base_Original,Al_Dhagaya_(03),1,0,0,0,0.01,4.16,2,113,113,1,0,0,0,0.09,0,0,,0.6,1,1,0,4,12,0,1,0.255,0.18,0,,77.97,0,69.8,CBD,0.243,55,25
